iter	RMSE
350	1.130075726
351	1.130024989
352	1.129977479
353	1.129934913
354	1.129878475
355	1.129847921
356	1.129805959
357	1.129754509
358	1.129689578
359	1.129626127
360	1.129558609
361	1.129521207
362	1.129461283
363	1.129410819
364	1.129361347
365	1.129281359
366	1.129228448
367	1.129174727
368	1.129125533
369	1.129089652
370	1.12905579
371	1.129006507
372	1.128959285
373	1.128910023
374	1.12883886
375	1.128805542
376	1.128748285
377	1.128699176
378	1.128659
379	1.128609151
380	1.128569878
381	1.128527073
382	1.128477985
383	1.128422434
384	1.12838975
385	1.128345041
386	1.128301364
387	1.128252383
388	1.128205682
389	1.128153466
390	1.128109278
391	1.128075798
392	1.12801933
393	1.127965329
394	1.127945978
395	1.127897647
396	1.127845738
397	1.127815953
398	1.127769315
399	1.127736035
400	1.127704637
401	1.127655907
402	1.127600525
403	1.127573318
404	1.127537924
405	1.127501639
406	1.127458937
407	1.127399952
408	1.127358771
409	1.127310211
410	1.12726581
411	1.127231962
412	1.127184821
413	1.127142393
414	1.127072271
415	1.127031304
416	1.126998766
417	1.126944846
418	1.126879774
419	1.126840533
420	1.12679797
421	1.126758336
422	1.126735936
423	1.126691034
424	1.126649782
425	1.126627931
426	1.126570485
427	1.126505633
428	1.126471532
429	1.126422441
430	1.126388888
431	1.126358931
432	1.126314332
433	1.126274582
434	1.126220603
435	1.126188354
436	1.126152664
437	1.126121162
438	1.126079221
439	1.126042583
440	1.126017009
441	1.125978494
442	1.125956873
443	1.125894198
444	1.125845179
445	1.125787857
446	1.125757292
447	1.125719096
448	1.125681736
449	1.125637834
450	1.125606104
451	1.125574326
452	1.125540187
453	1.125489645
454	1.125437064
455	1.12539066
456	1.125357593
457	1.125322841
458	1.125290603
459	1.125252985
460	1.125208958
461	1.125169523
462	1.125144265
463	1.125109225
464	1.125068668
465	1.125040386
466	1.125009019
467	1.124959257
468	1.124907521
469	1.124877532
470	1.124812855
471	1.124783423
472	1.124756349
473	1.124713844
474	1.124674672
475	1.124612919
476	1.124565661
477	1.124530657
478	1.124471967
479	1.124410567
480	1.124381151
481	1.124327722
482	1.124284309
483	1.124264236
484	1.124214227
485	1.124172532
486	1.124122015
487	1.124087409
488	1.124047172
489	1.124004831
490	1.123956977
491	1.123917619
492	1.123885738
493	1.123835551
494	1.123800855
495	1.12376066
496	1.123715973
497	1.123667405
498	1.123632822
499	1.12360495
500	1.123559341
501	1.12351103
502	1.123458805
503	1.123425311
504	1.123379475
505	1.123339219
506	1.123297995
507	1.123268182
508	1.123217516
509	1.123195428
510	1.123164895
511	1.123123028
512	1.123088189
513	1.123047389
514	1.123011235
515	1.122980481
516	1.122934046
517	1.122902899
518	1.122873263
519	1.122839445
520	1.122798634
521	1.122744822
522	1.122708495
523	1.122672413
524	1.122644341
525	1.12259767
526	1.122552003
527	1.122523599
528	1.122489132
529	1.122456831
530	1.122432356
531	1.122373793
532	1.122345178
533	1.122314073
534	1.122276645
535	1.122241692
536	1.122224798
537	1.122189386
538	1.122143191
539	1.12210972
540	1.122073473
541	1.12205429
542	1.122019863
543	1.121989241
544	1.12196328
545	1.121930571
546	1.121904761
547	1.121858103
548	1.121823758
549	1.121797927
550	1.121777208
551	1.121736178
552	1.121706343
553	1.121668481
554	1.121619893
555	1.121581027
556	1.121543837
557	1.121509492
558	1.12146192
559	1.12142245
560	1.121392772
561	1.121361263
562	1.121330234
563	1.121302005
564	1.121262809
565	1.121230736
566	1.121218818
567	1.12116795
568	1.121140715
569	1.12111753
570	1.121084552
571	1.121041526
572	1.121015554
573	1.120979156
574	1.12094196
575	1.120905221
576	1.120861828
577	1.120832096
578	1.120807724
579	1.12076749
580	1.120733235
581	1.120694341
582	1.120656773
583	1.120627406
584	1.120605376
585	1.120577615
586	1.120551894
587	1.120508779
588	1.120451222
589	1.120427655
590	1.120384948
591	1.120358856
592	1.120317503
593	1.120294564
594	1.120246454
595	1.120191129
596	1.12015714
597	1.12012127
598	1.120077343
599	1.120021535
600	1.120010028
601	1.119997991
602	1.119978437
603	1.11993412
604	1.11988815
605	1.11984221
606	1.11981411
607	1.119787205
608	1.11973377
609	1.119704475
610	1.119654321
611	1.119618576
612	1.119591815
613	1.119542351
614	1.119508377
615	1.11945689
616	1.119410691
617	1.119375721
618	1.119339434
619	1.119316839
620	1.119249192
621	1.119207605
622	1.119169346
623	1.119134983
624	1.119106672
625	1.119070896
626	1.11901138
627	1.118985171
628	1.118947976
629	1.118930522
630	1.118887814
631	1.118855465
632	1.118819368
633	1.118771885
634	1.118740425
635	1.118707658
636	1.118679529
637	1.118648002
638	1.118611876
639	1.118582788
640	1.118546657
641	1.118508326
642	1.118472121
643	1.1184361
644	1.118404643
645	1.118400508
646	1.118351338
647	1.118329691
648	1.118277969
649	1.118244922
650	1.118216247
651	1.118169441
652	1.118133145
653	1.118101021
654	1.118047672
655	1.11801468
656	1.117973798
657	1.117918436
658	1.117877973
659	1.117840161
660	1.11779392
661	1.11776632
662	1.117732945
663	1.117698436
664	1.117653137
665	1.117630555
666	1.117589818
667	1.117545204
668	1.117499508
669	1.117459625
670	1.117431788
671	1.117392423
672	1.117345807
673	1.117328623
674	1.117303484
675	1.117279006
676	1.117262042
677	1.117220398
678	1.117177838
679	1.11712562
680	1.117099353
681	1.117061651
682	1.117029469
683	1.116992429
684	1.116948664
685	1.116918129
686	1.116874402
687	1.116851122
688	1.116836902
689	1.116800031
690	1.116756742
691	1.116737673
692	1.116697413
693	1.116657454
694	1.116616333
695	1.116575703
696	1.11656209
697	1.116528862
698	1.116504766
699	1.11646845
700	1.116437614
701	1.116397745
702	1.116359918
703	1.116339894
704	1.116306724
705	1.11627267
706	1.116241286
707	1.116227403
708	1.116207369
709	1.116176497
710	1.116130037
711	1.116090438
712	1.116056304
713	1.116021552
714	1.115996231
715	1.115967172
716	1.115932367
717	1.115898028
718	1.115867173
719	1.115831592
720	1.115801725
721	1.115767244
722	1.115736128
723	1.115711561
724	1.115677078
725	1.115644906
726	1.115616604
727	1.115579237
728	1.115526241
729	1.11549008
730	1.115461473
731	1.115429369
732	1.11540279
733	1.115371331
734	1.11534488
735	1.11530669
736	1.115269303
737	1.115236268
738	1.115206541
739	1.115113761
740	1.115086596
741	1.115049708
742	1.115008555
743	1.114962935
744	1.114942667
745	1.114910931
746	1.114881575
747	1.114853353
748	1.114814971
749	1.114784893
750	1.114754418
751	1.114726688
752	1.11469271
753	1.114649048
754	1.114606236
755	1.114576881
756	1.114541959
757	1.114499765
758	1.114472943
759	1.114455249
760	1.114432378
761	1.114387044
762	1.114349529
763	1.114307164
764	1.114274601
765	1.114245465
766	1.114210356
767	1.114172323
768	1.114131122
769	1.114097831
770	1.114066287
771	1.114035456
772	1.113987192
773	1.113959983
774	1.113919875
775	1.11388406
776	1.113852602
777	1.113834924
778	1.113795895
779	1.113753339
780	1.113719148
781	1.113702301
782	1.113650787
783	1.11361749
784	1.113596809
785	1.113557071
786	1.113525249
787	1.113499493
788	1.113469041
789	1.113439412
790	1.113393662
791	1.113348656
792	1.113314335
793	1.113290834
794	1.113253945
795	1.113221474
796	1.113185496
797	1.113152998
798	1.113126604
799	1.113106713
800	1.113074934
801	1.113059265
802	1.113030987
803	1.112999025
804	1.112971493
805	1.112936958
806	1.112916591
807	1.112876098
808	1.112858051
809	1.112832357
810	1.11280666
811	1.112784476
812	1.112750364
813	1.112726362
814	1.112701693
815	1.112648919
816	1.112625921
817	1.112596336
818	1.112553755
819	1.112529375
820	1.112496255
821	1.112454295
822	1.112424763
823	1.112385581
824	1.112345504
825	1.112310253
826	1.112270734
827	1.112252644
828	1.112224341
829	1.112201
830	1.112180879
831	1.112141619
832	1.112107757
833	1.112068511
834	1.112016349
835	1.111984618
836	1.111959956
837	1.111916599
838	1.111891869
839	1.111872038
840	1.111828799
841	1.111798581
842	1.111770755
843	1.111747496
844	1.111705774
845	1.111653369
846	1.111625532
847	1.111589059
848	1.111556353
849	1.1115254
850	1.111500413
851	1.111465389
852	1.111435765
853	1.111408451
854	1.111377108
855	1.111355072
856	1.111308091
857	1.111272112
858	1.111230804
859	1.111194573
860	1.111178063
861	1.111152822
862	1.111127651
863	1.111100272
864	1.111069439
865	1.111023107
866	1.111022272
867	1.11099491
868	1.110969438
869	1.110922772
870	1.110904914
871	1.110865059
872	1.110836589
873	1.110811894
874	1.110779626
875	1.110748815
876	1.110705644
877	1.110664261
878	1.110638667
879	1.110614441
880	1.110578273
881	1.110561566
882	1.11053306
883	1.110490539
884	1.110474629
885	1.110433396
886	1.110413214
887	1.110374063
888	1.110353155
889	1.110309139
890	1.110284929
891	1.110260024
892	1.110224279
893	1.110182843
894	1.110149702
895	1.110117307
896	1.110082988
897	1.110045608
898	1.110014826
899	1.109986655
900	1.109959247
901	1.109927393
902	1.10989199
903	1.109856714
904	1.109830706
905	1.109805472
906	1.109775345
907	1.109740177
908	1.10970819
909	1.109675067
910	1.109652816
911	1.10962655
912	1.109599756
913	1.109563973
914	1.109538755
915	1.109501661
916	1.10947782
917	1.109444455
918	1.109419721
919	1.109391125
920	1.109353021
921	1.109329796
922	1.109294354
923	1.109269106
924	1.109239054
925	1.109194102
926	1.10915627
927	1.109108355
928	1.109082463
929	1.109065958
930	1.109042955
931	1.109003746
932	1.108975964
933	1.108947564
934	1.10890433
935	1.10886216
936	1.108833652
937	1.108805952
938	1.108768267
939	1.108734437
940	1.108706396
941	1.108676066
942	1.10864048
943	1.108604296
944	1.108573011
945	1.108540176
946	1.108507355
947	1.108480543
948	1.108454153
949	1.108423835
950	1.108411612
951	1.108380636
952	1.108343396
953	1.108312019
954	1.108269306
955	1.108242026
956	1.108218525
957	1.108189162
958	1.108166153
959	1.108141335
960	1.10811849
961	1.108085288
962	1.108065371
963	1.108045766
964	1.108020558
965	1.108010487
966	1.107989642
967	1.10794065
968	1.107915891
969	1.107880768
970	1.107865102
971	1.107832977
972	1.107803728
973	1.10776282
974	1.107746696
975	1.107706251
976	1.107670965
977	1.107631636
978	1.107597778
979	1.107570055
980	1.107543317
981	1.107513252
982	1.107490612
983	1.107485824
984	1.107461961
985	1.107433627
986	1.107392633
987	1.107354195
988	1.107330514
989	1.10729262
990	1.107262486
991	1.107245476
992	1.107193526
993	1.107171105
994	1.107137978
995	1.107110579
996	1.107070228
997	1.107047154
998	1.107024855
999	1.10699732
