iter	Passed	Remaining
159	13708	71967
160	13730	71554
161	13755	71156
162	13780	70761
163	13804	70368
164	13827	69977
165	13849	69582
166	13874	69206
167	13898	68831
168	13920	68451
169	13944	68079
170	13967	67713
171	13990	67351
172	14014	66994
173	14038	66643
174	14060	66287
175	14086	65949
176	14111	65612
177	14136	65280
178	14160	64948
179	14183	64614
180	14210	64299
181	14233	63972
182	14257	63654
183	14282	63340
184	14307	63030
185	14332	62722
186	14356	62416
187	14381	62113
188	14404	61811
189	14430	61520
190	14456	61232
191	14480	60939
192	14507	60659
193	14536	60394
194	14561	60114
195	14587	59840
196	14610	59552
197	14631	59265
198	14653	58983
199	14674	58698
200	14696	58421
201	14717	58142
202	14741	57875
203	14762	57601
204	14782	57328
205	14803	57059
206	14825	56794
207	14847	56535
208	14869	56276
209	14891	56022
210	14911	55760
211	14934	55509
212	14957	55266
213	14979	55019
214	15001	54773
215	15025	54536
216	15049	54301
217	15072	54068
218	15094	53831
219	15116	53594
220	15139	53363
221	15162	53135
222	15184	52906
223	15207	52684
224	15230	52459
225	15251	52234
226	15275	52017
227	15298	51800
228	15322	51587
229	15345	51373
230	15371	51172
231	15397	50970
232	15420	50761
233	15444	50558
234	15468	50355
235	15492	50154
236	15517	49957
237	15539	49754
238	15564	49560
239	15592	49375
240	15617	49183
241	15643	48997
242	15666	48804
243	15692	48622
244	15716	48433
245	15741	48249
246	15765	48061
247	15785	47867
248	15811	47687
249	15834	47502
250	15857	47320
251	15887	47157
252	15918	47001
253	15952	46853
254	15986	46705
255	16016	46548
256	16044	46386
257	16070	46218
258	16098	46057
259	16126	45897
260	16157	45748
261	16200	45632
262	16238	45504
263	16284	45399
264	16316	45254
265	16349	45115
266	16386	44985
267	16410	44824
268	16452	44708
269	16476	44546
270	16501	44389
271	16528	44236
272	16553	44082
273	16573	43914
274	16595	43750
275	16615	43585
276	16636	43423
277	16657	43262
278	16678	43102
279	16698	42939
280	16719	42780
281	16741	42625
282	16761	42467
283	16781	42309
284	16801	42152
285	16822	41997
286	16842	41843
287	16866	41697
288	16887	41546
289	16908	41395
290	16928	41246
291	16949	41095
292	16969	40946
293	16991	40802
294	17013	40659
295	17038	40523
296	17064	40392
297	17089	40257
298	17114	40125
299	17139	39991
300	17162	39856
301	17186	39722
302	17208	39584
303	17230	39449
304	17249	39307
305	17273	39176
306	17295	39041
307	17316	38904
308	17336	38769
309	17356	38633
310	17378	38500
311	17398	38365
312	17418	38231
313	17438	38097
314	17458	37965
315	17479	37834
316	17501	37709
317	17521	37578
318	17541	37448
319	17562	37321
320	17583	37193
321	17603	37066
322	17623	36938
323	17642	36810
324	17664	36687
325	17686	36565
326	17707	36444
327	17728	36322
328	17750	36203
329	17772	36082
330	17793	35963
331	17816	35847
332	17838	35730
333	17858	35610
334	17879	35491
335	17899	35373
336	17921	35258
337	17945	35147
338	17966	35031
339	17988	34918
340	18012	34809
341	18034	34698
342	18055	34583
343	18075	34470
344	18096	34357
345	18117	34244
346	18138	34134
347	18159	34022
348	18180	33913
349	18200	33800
350	18222	33692
351	18243	33584
352	18263	33475
353	18286	33370
354	18307	33262
355	18327	33154
356	18348	33048
357	18370	32943
358	18390	32837
359	18411	32730
360	18431	32625
361	18451	32519
362	18472	32416
363	18493	32312
364	18514	32210
365	18534	32107
366	18556	32005
367	18578	31906
368	18598	31803
369	18619	31703
370	18639	31602
371	18660	31502
372	18679	31399
373	18700	31301
374	18722	31203
375	18743	31106
376	18764	31008
377	18784	30909
378	18804	30811
379	18825	30714
380	18844	30616
381	18865	30520
382	18886	30425
383	18907	30330
384	18928	30236
385	18949	30142
386	18973	30053
387	18997	29964
388	19020	29875
389	19042	29785
390	19066	29697
391	19090	29609
392	19111	29519
393	19134	29429
394	19154	29338
395	19176	29248
396	19199	29161
397	19222	29074
398	19244	28986
399	19268	28902
400	19291	28817
401	19316	28734
402	19340	28650
403	19362	28564
404	19384	28478
405	19409	28396
406	19433	28315
407	19456	28231
408	19481	28151
409	19505	28069
410	19530	27988
411	19553	27906
412	19575	27823
413	19599	27742
414	19624	27662
415	19647	27582
416	19673	27504
417	19696	27424
418	19721	27346
419	19745	27267
420	19768	27188
421	19792	27109
422	19815	27030
423	19839	26951
424	19863	26873
425	19886	26794
426	19909	26717
427	19934	26641
428	19958	26564
429	19984	26490
430	20008	26414
431	20030	26336
432	20054	26261
433	20078	26185
434	20102	26109
435	20127	26036
436	20151	25961
437	20174	25886
438	20198	25811
439	20220	25735
440	20244	25661
441	20267	25587
442	20292	25514
443	20315	25439
444	20338	25365
445	20362	25293
446	20385	25219
447	20408	25146
448	20432	25073
449	20454	25000
450	20478	24928
451	20501	24855
452	20524	24782
453	20546	24710
454	20570	24639
455	20592	24566
456	20614	24494
457	20637	24422
458	20660	24351
459	20683	24280
460	20706	24209
461	20728	24138
462	20752	24068
463	20775	23999
464	20799	23930
465	20821	23859
466	20843	23789
467	20867	23720
468	20891	23653
469	20916	23587
470	20941	23520
471	20966	23454
472	20990	23386
473	21015	23320
474	21040	23255
475	21064	23188
476	21087	23121
477	21112	23056
478	21137	22990
479	21161	22924
480	21186	22860
481	21211	22796
482	21237	22732
483	21264	22670
484	21302	22619
485	21331	22560
486	21368	22508
487	21396	22448
488	21426	22390
489	21458	22333
490	21489	22276
491	21529	22229
492	21581	22193
493	21614	22139
494	21651	22088
495	21683	22033
496	21710	21972
497	21745	21920
498	21776	21863
499	21807	21807
500	21845	21758
501	21885	21711
502	21917	21656
503	21950	21601
504	21977	21541
505	22001	21479
506	22026	21418
507	22056	21361
508	22081	21300
509	22106	21240
510	22133	21180
511	22159	21121
512	22185	21061
513	22210	21000
514	22237	20941
515	22265	20885
516	22291	20825
517	22318	20766
518	22343	20707
519	22367	20647
520	22398	20593
521	22423	20533
522	22446	20472
523	22472	20413
524	22497	20354
525	22522	20296
526	22549	20238
527	22576	20181
528	22603	20125
529	22633	20070
530	22664	20018
531	22692	19962
532	22721	19907
533	22750	19853
534	22776	19796
535	22804	19741
536	22829	19683
537	22852	19624
538	22876	19565
539	22898	19506
540	22923	19448
541	22947	19390
542	22977	19337
543	23005	19284
544	23038	19233
545	23065	19179
546	23093	19125
547	23122	19072
548	23155	19022
549	23185	18970
550	23214	18916
551	23243	18864
552	23272	18811
553	23302	18759
554	23338	18713
555	23368	18661
556	23395	18606
557	23426	18556
558	23456	18505
559	23486	18453
560	23516	18402
561	23546	18351
562	23578	18301
563	23611	18252
564	23638	18199
565	23668	18148
566	23695	18095
567	23718	18039
568	23743	17984
569	23769	17931
570	23792	17875
571	23818	17822
572	23843	17768
573	23870	17715
574	23894	17661
575	23917	17605
576	23943	17553
577	23968	17499
578	23993	17445
579	24020	17393
580	24043	17339
581	24066	17284
582	24091	17231
583	24116	17178
584	24140	17125
585	24165	17072
586	24189	17018
587	24212	16964
588	24234	16911
589	24259	16858
590	24283	16805
591	24307	16752
592	24331	16699
593	24361	16650
594	24387	16599
595	24417	16551
596	24451	16505
597	24480	16456
598	24509	16408
599	24537	16358
600	24562	16306
601	24587	16255
602	24610	16203
603	24636	16152
604	24661	16101
605	24688	16051
606	24715	16001
607	24744	15953
608	24771	15904
609	24812	15863
610	24841	15815
611	24866	15765
612	24893	15715
613	24919	15665
614	24946	15616
615	24971	15566
616	24995	15515
617	25020	15465
618	25045	15415
619	25067	15364
620	25092	15313
621	25117	15264
622	25142	15214
623	25167	15165
624	25192	15115
625	25217	15065
626	25240	15015
627	25266	14966
628	25291	14917
629	25317	14868
630	25342	14819
631	25368	14771
632	25391	14721
633	25415	14671
634	25440	14623
635	25467	14575
636	25495	14528
637	25521	14480
638	25548	14433
639	25573	14384
640	25598	14336
641	25621	14287
642	25645	14238
643	25668	14189
644	25691	14140
645	25714	14091
646	25738	14042
647	25760	13993
648	25783	13944
649	25806	13895
650	25828	13846
651	25850	13797
652	25872	13748
653	25896	13700
654	25920	13652
655	25943	13604
656	25966	13556
657	25988	13507
658	26011	13459
659	26035	13412
660	26059	13364
661	26083	13317
662	26107	13270
663	26129	13222
664	26152	13174
665	26175	13127
666	26199	13080
667	26224	13033
668	26248	12987
669	26273	12940
670	26298	12894
671	26323	12848
672	26347	12801
673	26373	12756
674	26397	12710
675	26422	12663
676	26447	12618
677	26472	12572
678	26494	12525
679	26519	12479
680	26544	12434
681	26568	12388
682	26593	12342
683	26617	12296
684	26640	12250
685	26669	12207
686	26697	12163
687	26721	12117
688	26746	12073
689	26768	12026
690	26790	11980
691	26812	11933
692	26834	11887
693	26857	11842
694	26880	11796
695	26903	11750
696	26932	11708
697	26961	11665
698	26989	11622
699	27017	11579
700	27044	11535
701	27073	11492
702	27096	11447
703	27122	11403
704	27151	11361
705	27179	11318
706	27208	11275
707	27238	11233
708	27265	11190
709	27291	11147
710	27319	11104
711	27340	11059
712	27362	11013
713	27385	10969
714	27407	10924
715	27430	10880
716	27454	10836
717	27479	10792
718	27503	10748
719	27528	10705
720	27551	10661
721	27575	10617
722	27596	10573
723	27619	10528
724	27641	10484
725	27664	10440
726	27686	10396
727	27709	10352
728	27730	10308
729	27751	10264
730	27774	10220
731	27796	10176
732	27817	10132
733	27839	10089
734	27861	10045
735	27882	10001
736	27906	9958
737	27929	9915
738	27950	9871
739	27972	9828
740	27994	9784
741	28015	9741
742	28039	9698
743	28062	9655
744	28085	9613
745	28107	9570
746	28131	9527
747	28152	9484
748	28174	9441
749	28196	9398
750	28218	9356
751	28240	9313
752	28263	9270
753	28284	9228
754	28306	9185
755	28328	9143
756	28351	9101
757	28372	9058
758	28394	9015
759	28416	8973
760	28438	8931
761	28460	8889
762	28482	8847
763	28503	8804
764	28524	8762
765	28547	8720
766	28570	8679
767	28591	8637
768	28614	8595
769	28638	8554
770	28662	8513
771	28684	8471
772	28708	8430
773	28730	8389
774	28751	8347
775	28775	8306
776	28797	8264
777	28818	8223
778	28839	8181
779	28862	8140
780	28884	8099
781	28906	8058
782	28928	8017
783	28951	7976
784	28973	7935
785	28994	7894
786	29015	7853
787	29036	7811
788	29058	7771
789	29081	7730
790	29102	7689
791	29125	7649
792	29147	7608
793	29168	7567
794	29189	7526
795	29211	7486
796	29233	7445
797	29256	7405
798	29278	7365
799	29301	7325
800	29322	7284
801	29345	7244
802	29366	7204
803	29390	7164
804	29415	7125
805	29438	7085
806	29459	7045
807	29482	7005
808	29506	6966
809	29529	6926
810	29550	6886
811	29572	6846
812	29594	6807
813	29616	6767
814	29639	6727
815	29661	6688
816	29683	6648
817	29708	6609
818	29729	6570
819	29750	6530
820	29772	6491
821	29794	6451
822	29815	6412
823	29836	6372
824	29858	6333
825	29881	6294
826	29905	6255
827	29927	6216
828	29947	6177
829	29969	6138
830	29989	6098
831	30012	6060
832	30033	6021
833	30054	5982
834	30076	5943
835	30098	5904
836	30119	5865
837	30141	5826
838	30163	5788
839	30185	5749
840	30207	5711
841	30228	5672
842	30252	5634
843	30275	5595
844	30296	5557
845	30318	5519
846	30340	5480
847	30363	5442
848	30384	5404
849	30407	5365
850	30429	5327
851	30452	5289
852	30474	5251
853	30498	5214
854	30519	5175
855	30540	5137
856	30564	5100
857	30584	5061
858	30606	5023
859	30628	4986
860	30651	4948
861	30674	4910
862	30696	4873
863	30719	4835
864	30741	4797
865	30765	4760
866	30787	4722
867	30809	4685
868	30832	4647
869	30853	4610
870	30878	4573
871	30900	4535
872	30921	4498
873	30944	4461
874	30966	4423
875	30988	4386
876	31010	4349
877	31033	4312
878	31055	4274
879	31077	4237
880	31098	4200
881	31120	4163
882	31141	4126
883	31162	4089
884	31184	4052
885	31207	4015
886	31228	3978
887	31249	3941
888	31270	3904
889	31291	3867
890	31314	3830
891	31335	3794
892	31358	3757
893	31379	3720
894	31402	3684
895	31424	3647
896	31446	3610
897	31468	3574
898	31488	3537
899	31511	3501
900	31532	3464
901	31554	3428
902	31577	3392
903	31598	3355
904	31620	3319
905	31642	3283
906	31664	3246
907	31686	3210
908	31710	3174
909	31732	3138
910	31753	3102
911	31774	3065
912	31795	3029
913	31817	2993
914	31840	2957
915	31864	2922
916	31885	2886
917	31906	2850
918	31927	2814
919	31949	2778
920	31972	2742
921	31993	2706
922	32014	2670
923	32035	2634
924	32057	2599
925	32081	2563
926	32103	2528
927	32125	2492
928	32148	2456
929	32171	2421
930	32192	2385
931	32213	2350
932	32234	2314
933	32256	2279
934	32279	2244
935	32310	2209
936	32338	2174
937	32368	2139
938	32397	2104
939	32424	2069
940	32449	2034
941	32475	1999
942	32505	1964
943	32533	1929
944	32565	1895
945	32594	1860
946	32621	1825
947	32650	1790
948	32679	1756
949	32706	1721
950	32732	1686
951	32756	1651
952	32782	1616
953	32807	1581
954	32830	1547
955	32855	1512
956	32880	1477
957	32904	1442
958	32927	1407
959	32952	1373
960	32981	1338
961	33007	1303
962	33034	1269
963	33061	1234
964	33093	1200
965	33121	1165
966	33148	1131
967	33174	1096
968	33201	1062
969	33240	1028
970	33266	993
971	33296	959
972	33322	924
973	33350	890
974	33378	855
975	33403	821
976	33428	786
977	33452	752
978	33475	718
979	33499	683
980	33523	649
981	33546	614
982	33569	580
983	33591	546
984	33612	511
985	33635	477
986	33656	443
987	33677	409
988	33699	374
989	33722	340
990	33745	306
991	33766	272
992	33786	238
993	33808	204
994	33828	169
995	33852	135
996	33879	101
997	33905	67
998	33931	33
999	33959	0
