iter	Passed	Remaining
403	9700	14311
404	9720	14281
405	9739	14249
406	9760	14221
407	9779	14189
408	9798	14158
409	9818	14128
410	9837	14098
411	9860	14072
412	9880	14043
413	9899	14012
414	9920	13984
415	9940	13954
416	9959	13923
417	9979	13894
418	10000	13866
419	10020	13837
420	10040	13808
421	10062	13781
422	10082	13753
423	10102	13723
424	10121	13694
425	10140	13664
426	10159	13633
427	10178	13602
428	10199	13574
429	10219	13546
430	10238	13516
431	10258	13488
432	10310	13501
433	10332	13475
434	10351	13445
435	10370	13415
436	10389	13384
437	10406	13352
438	10424	13322
439	10445	13294
440	10465	13265
441	10489	13242
442	10510	13215
443	10529	13185
444	10551	13159
445	10569	13128
446	10588	13099
447	10607	13070
448	10627	13042
449	10648	13014
450	10669	12987
451	10691	12961
452	10712	12935
453	10731	12906
454	10751	12878
455	10771	12850
456	10791	12821
457	10809	12792
458	10828	12762
459	10846	12732
460	10868	12707
461	10889	12680
462	10911	12655
463	10933	12629
464	10952	12600
465	10974	12575
466	10992	12546
467	11012	12518
468	11032	12491
469	11052	12463
470	11072	12436
471	11091	12407
472	11112	12380
473	11137	12358
474	11156	12331
475	11176	12303
476	11203	12283
477	11224	12257
478	11245	12231
479	11264	12203
480	11283	12174
481	11305	12149
482	11327	12125
483	11351	12101
484	11371	12074
485	11395	12051
486	11417	12026
487	11438	12001
488	11464	11980
489	11487	11956
490	11509	11931
491	11536	11911
492	11574	11902
493	11615	11897
494	11656	11891
495	11693	11881
496	11720	11862
497	11750	11845
498	11781	11828
499	11813	11813
500	11842	11795
501	11872	11777
502	11905	11763
503	11931	11741
504	11955	11718
505	11978	11693
506	12014	11682
507	12040	11661
508	12065	11638
509	12088	11614
510	12112	11591
511	12141	11572
512	12170	11553
513	12191	11527
514	12216	11505
515	12252	11492
516	12278	11471
517	12302	11447
518	12327	11425
519	12349	11399
520	12373	11375
521	12397	11352
522	12421	11328
523	12447	11307
524	12475	11287
525	12498	11262
526	12523	11239
527	12566	11233
528	12586	11206
529	12606	11179
530	12628	11153
531	12650	11128
532	12670	11101
533	12694	11077
534	12716	11052
535	12736	11025
536	12759	11000
537	12778	10973
538	12798	10946
539	12817	10918
540	12837	10891
541	12857	10864
542	12882	10842
543	12903	10816
544	12922	10788
545	12943	10762
546	12965	10737
547	12984	10710
548	13003	10681
549	13022	10655
550	13040	10626
551	13064	10603
552	13088	10579
553	13108	10552
554	13128	10526
555	13146	10497
556	13166	10471
557	13188	10447
558	13208	10420
559	13227	10393
560	13247	10366
561	13265	10338
562	13287	10313
563	13309	10289
564	13328	10262
565	13348	10235
566	13369	10209
567	13387	10182
568	13407	10155
569	13426	10129
570	13447	10103
571	13466	10076
572	13486	10049
573	13508	10025
574	13534	10003
575	13555	9978
576	13577	9953
577	13601	9930
578	13625	9907
579	13650	9884
580	13678	9864
581	13704	9842
582	13730	9820
583	13753	9796
584	13781	9776
585	13805	9753
586	13826	9728
587	13846	9701
588	13869	9677
589	13891	9653
590	13911	9627
591	13935	9604
592	13975	9591
593	14010	9576
594	14046	9561
595	14078	9543
596	14111	9525
597	14141	9506
598	14170	9486
599	14193	9462
600	14212	9435
601	14233	9410
602	14256	9385
603	14274	9359
604	14294	9332
605	14313	9305
606	14331	9278
607	14353	9254
608	14375	9229
609	14397	9204
610	14418	9179
611	14442	9156
612	14463	9131
613	14484	9105
614	14504	9079
615	14526	9055
616	14547	9030
617	14567	9004
618	14587	8978
619	14605	8951
620	14628	8927
621	14648	8902
622	14670	8877
623	14689	8851
624	14708	8825
625	14728	8799
626	14747	8773
627	14764	8746
628	14782	8719
629	14801	8693
630	14821	8667
631	14843	8642
632	14865	8618
633	14883	8591
634	14904	8566
635	14925	8542
636	14945	8516
637	14965	8491
638	14983	8465
639	15004	8440
640	15025	8415
641	15047	8391
642	15070	8367
643	15089	8341
644	15108	8315
645	15128	8290
646	15147	8264
647	15166	8238
648	15183	8211
649	15205	8187
650	15231	8165
651	15254	8141
652	15281	8120
653	15304	8096
654	15326	8072
655	15347	8048
656	15366	8022
657	15385	7996
658	15406	7972
659	15427	7947
660	15447	7922
661	15466	7897
662	15489	7873
663	15510	7848
664	15531	7824
665	15549	7798
666	15570	7773
667	15588	7747
668	15609	7722
669	15628	7697
670	15650	7673
671	15670	7648
672	15692	7624
673	15714	7600
674	15735	7576
675	15753	7550
676	15773	7525
677	15793	7500
678	15812	7475
679	15833	7451
680	15852	7425
681	15871	7400
682	15892	7376
683	15913	7351
684	15936	7328
685	15956	7303
686	15977	7279
687	15995	7253
688	16013	7228
689	16033	7203
690	16054	7179
691	16071	7153
692	16089	7127
693	16112	7104
694	16136	7081
695	16155	7056
696	16175	7031
697	16194	7006
698	16214	6982
699	16236	6958
700	16254	6933
701	16275	6908
702	16294	6883
703	16313	6858
704	16334	6835
705	16360	6812
706	16380	6788
707	16401	6764
708	16422	6740
709	16442	6715
710	16462	6691
711	16483	6667
712	16507	6644
713	16538	6624
714	16569	6604
715	16593	6581
716	16616	6558
717	16640	6535
718	16665	6513
719	16690	6490
720	16715	6468
721	16743	6446
722	16769	6424
723	16792	6401
724	16829	6383
725	16864	6365
726	16900	6346
727	16931	6325
728	16959	6304
729	16985	6282
730	17008	6258
731	17039	6238
732	17066	6216
733	17097	6196
734	17138	6179
735	17168	6158
736	17200	6137
737	17227	6116
738	17261	6096
739	17285	6073
740	17312	6051
741	17334	6027
742	17359	6004
743	17384	5981
744	17413	5960
745	17438	5937
746	17467	5915
747	17497	5894
748	17524	5872
749	17552	5850
750	17573	5826
751	17596	5803
752	17622	5780
753	17648	5758
754	17678	5736
755	17704	5714
756	17728	5691
757	17748	5666
758	17767	5641
759	17785	5616
760	17808	5592
761	17831	5569
762	17852	5545
763	17875	5521
764	17898	5498
765	17920	5474
766	17941	5450
767	17962	5426
768	17981	5401
769	18002	5377
770	18024	5353
771	18043	5328
772	18064	5304
773	18085	5280
774	18124	5261
775	18143	5237
776	18162	5212
777	18183	5188
778	18204	5164
779	18224	5140
780	18244	5115
781	18266	5092
782	18287	5068
783	18308	5044
784	18390	5036
785	18475	5030
786	18612	5037
787	18723	5037
788	18748	5013
789	18771	4989
790	18793	4965
791	18826	4944
792	18853	4921
793	18876	4897
794	18899	4873
795	18922	4849
796	18943	4825
797	18965	4800
798	18988	4776
799	19014	4753
800	19046	4731
801	19083	4711
802	19108	4687
803	19133	4664
804	19159	4641
805	19185	4617
806	19209	4594
807	19236	4571
808	19258	4546
809	19290	4524
810	19318	4502
811	19344	4478
812	19373	4456
813	19394	4431
814	19416	4407
815	19436	4382
816	19457	4358
817	19479	4334
818	19500	4309
819	19521	4285
820	19541	4260
821	19563	4236
822	19583	4211
823	19600	4186
824	19620	4161
825	19642	4137
826	19664	4113
827	19685	4089
828	19708	4065
829	19728	4040
830	19749	4016
831	19769	3991
832	19788	3967
833	19807	3942
834	19829	3918
835	19849	3893
836	19871	3869
837	19892	3845
838	19912	3821
839	19933	3796
840	19954	3772
841	19974	3748
842	19995	3723
843	20015	3699
844	20035	3675
845	20055	3650
846	20078	3626
847	20099	3602
848	20122	3578
849	20145	3555
850	20165	3530
851	20184	3506
852	20203	3481
853	20224	3457
854	20245	3433
855	20264	3408
856	20286	3384
857	20307	3360
858	20329	3337
859	20352	3313
860	20374	3289
861	20392	3264
862	20411	3240
863	20431	3216
864	20450	3191
865	20468	3167
866	20491	3143
867	20518	3120
868	20549	3097
869	20606	3079
870	20626	3054
871	20645	3030
872	20664	3006
873	20684	2982
874	20708	2958
875	20726	2933
876	20746	2909
877	20767	2885
878	20791	2862
879	20812	2838
880	20831	2813
881	20851	2789
882	20871	2765
883	20893	2741
884	20915	2717
885	20935	2693
886	20956	2669
887	20978	2645
888	21003	2622
889	21025	2598
890	21045	2574
891	21066	2550
892	21086	2526
893	21109	2502
894	21129	2478
895	21149	2454
896	21169	2430
897	21194	2407
898	21217	2383
899	21237	2359
900	21259	2335
901	21280	2312
902	21300	2288
903	21323	2264
904	21343	2240
905	21364	2216
906	21384	2192
907	21410	2169
908	21437	2146
909	21462	2122
910	21487	2099
911	21512	2075
912	21538	2052
913	21567	2029
914	21593	2005
915	21618	1982
916	21645	1959
917	21670	1935
918	21694	1912
919	21717	1888
920	21739	1864
921	21758	1840
922	21777	1816
923	21796	1792
924	21815	1768
925	21835	1744
926	21855	1721
927	21882	1697
928	21906	1674
929	21929	1650
930	21952	1626
931	21975	1603
932	21998	1579
933	22020	1556
934	22040	1532
935	22069	1509
936	22100	1485
937	22133	1462
938	22157	1439
939	22184	1416
940	22211	1392
941	22235	1369
942	22260	1345
943	22288	1322
944	22320	1299
945	22353	1275
946	22390	1253
947	22419	1229
948	22447	1206
949	22477	1183
950	22503	1159
951	22532	1136
952	22553	1112
953	22580	1088
954	22605	1065
955	22625	1041
956	22649	1017
957	22674	994
958	22702	970
959	22745	947
960	22784	924
961	22816	901
962	22844	877
963	22876	854
964	22901	830
965	22927	806
966	22952	783
967	22976	759
968	22996	735
969	23017	711
970	23037	688
971	23057	664
972	23078	640
973	23098	616
974	23115	592
975	23133	568
976	23153	545
977	23175	521
978	23196	497
979	23224	473
980	23245	450
981	23267	426
982	23296	402
983	23325	379
984	23357	355
985	23387	332
986	23410	308
987	23431	284
988	23453	260
989	23478	237
990	23504	213
991	23530	189
992	23555	166
993	23579	142
994	23604	118
995	23628	94
996	23649	71
997	23670	47
998	23692	23
999	23710	0
